#EventID|Time|Latitude|Longitude|Depth/km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName|EventType
625729916|2023-02-06T10:51:31.630|38.2919|38.1552|8.5|ISC|ISC|ISC|637583361|MW|5.70|AFAD|Turkey|earthquake
625729918|2023-02-06T10:54:37.000|37.9810|36.4190|7.1|AFAD|AFAD|AFAD|637574506|ML|4.40|AFAD|Turkey|earthquake
642689053|2023-02-06T10:55:05.452|38.3018|38.2898|10.0|ISC|ISC|ISC|637583362|mb|4.52|ISC|Turkey|earthquake
625674056|2023-02-06T10:56:24.252|37.9980|37.5377|6.7|ISC|ISC|ISC|637583363|mb|4.51|ISC|Turkey|earthquake
625729919|2023-02-06T11:00:52.108|38.1504|37.9031|10.0|ISC|ISC|ISC|637583365|mb|4.09|ISC|Turkey|earthquake
626661311|2023-02-06T11:01:36.417|37.9090|37.4457|9.4|ISC|ISC|ISC|637583366|mb|4.71|ISC|Turkey|earthquake
625614304|2023-02-06T11:04:36.107|38.0776|36.8299|0.7|ISC|ISC|ISC|637583368|mb|4.24|ISC|Turkey|earthquake
625729922|2023-02-06T11:05:36.810|38.1451|36.5735|9.6|ISC|ISC|ISC|637583369|Mws|4.68|GSI|Turkey|earthquake
625614277|2023-02-06T11:11:40.540|38.0185|37.4284|6.1|ISC|ISC|ISC|637583370|mb|4.90|ISC|Turkey|earthquake
625729926|2023-02-06T11:20:22.009|38.0982|37.8965|3.1|ISC|ISC|ISC|637583374|MW|4.30|AFAD|Turkey|earthquake
625638582|2023-02-06T11:23:41.353|37.9910|37.0871|6.0|ISC|ISC|ISC|637583376|mb|4.04|ISC|Turkey|earthquake
625638583|2023-02-06T11:28:01.072|38.0694|38.2562|8.8|ISC|ISC|ISC|637583378|mb|4.16|ISC|Turkey|earthquake
625729930|2023-02-06T11:28:33.961|37.9473|37.0150|6.0|ISC|ISC|ISC|637583379|mb|4.28|ISC|Turkey|earthquake
625638584|2023-02-06T11:30:43.299|38.2373|38.0180|0.8|ISC|ISC|ISC|637583381|mb|4.05|ISC|Turkey|earthquake
625615548|2023-02-06T11:35:28.248|38.0186|37.4901|10.0|ISC|ISC|ISC|637583384|mb|4.53|ISC|Turkey|earthquake
625729933|2023-02-06T11:37:35.769|37.8025|36.9580|10.0|ISC|ISC|ISC|637583385|mb|4.08|ISC|Turkey|earthquake
625615527|2023-02-06T11:39:41.938|38.0778|36.5189|9.1|ISC|ISC|ISC|637583386|mb|4.66|ISC|Turkey|earthquake
626661317|2023-02-06T11:44:07.453|38.2199|38.0996|1.2|ISC|ISC|ISC|637583388|mb|4.13|ISC|Turkey|earthquake
625638586|2023-02-06T11:48:50.928|38.2358|37.9995|6.2|ISC|ISC|ISC|637583389|mb|3.99|ISC|Turkey|earthquake
642689058|2023-02-06T11:50:05.258|38.0151|36.4307|8.7|ISC|ISC|ISC|637583390|MW|4.40|AFAD|Turkey|earthquake
